X,Y,is_aves,is_daytime,filename
9.707373,5.648414,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_123000.wav
9.313326,4.2422895,0,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220507_160000.wav
9.262781,4.297415,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220507_160000.wav
9.268973,4.2756486,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220507_160000.wav
9.272688,4.279354,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220507_160000.wav
9.291424,4.2760944,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220507_160000.wav
9.300322,4.3002696,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220507_160000.wav
5.521319,4.239558,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220504_173000.wav
5.780558,4.24492,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220504_173000.wav
5.6575003,4.268282,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220504_173000.wav
5.7207785,4.276623,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220504_173000.wav
5.677349,4.2688417,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220504_173000.wav
6.4377055,4.7813907,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220508_191500.wav
6.456409,4.7907863,0,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220508_191500.wav
6.4801035,4.7988157,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220508_191500.wav
7.1729846,4.468352,0,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_063000.wav
9.868213,6.1402645,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_063000.wav
9.856811,5.85591,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_063000.wav
9.857891,6.075686,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_063000.wav
9.874544,6.0834947,1,1,/silenus/PROJECTS/pr-orchampvision/mielev/biolingual/ARM1_20220505_063000.wav
